SK_ID_CURR,Âge (ans),Sexe,Statut familial,Nbre enfants,Niveau éducation,Type revenu,Ancienneté emploi,Revenus ($)
308140,37,Masculin,Separated,1,Higher education,Working,17,360000.0
308142,38,Masculin,Married,1,Secondary / secondary special,Working,10,121500.0
308164,57,Féminin,Married,0,Higher education,Working,33,135000.0
308168,36,Masculin,Married,0,Higher education,Working,2,180000.0
308169,34,Masculin,Married,2,Secondary / secondary special,Working,0,180000.0
308171,22,Masculin,Single / not married,0,Secondary / secondary special,State servant,2,135000.0
308176,62,Féminin,Married,0,Secondary / secondary special,Commercial associate,0,180000.0
308177,50,Féminin,Married,0,Higher education,State servant,7,121500.0
308179,35,Féminin,Married,1,Higher education,Commercial associate,14,382500.0
308180,51,Féminin,Separated,0,Higher education,Working,0,270000.0
308184,41,Masculin,Married,0,Secondary / secondary special,Working,8,135000.0
308188,37,Féminin,Single / not married,0,Higher education,Working,1,270000.0
308189,58,Féminin,Married,0,Higher education,Commercial associate,8,216000.0
308190,48,Féminin,Married,0,Higher education,Commercial associate,5,180000.0
308200,39,Féminin,Single / not married,1,Secondary / secondary special,Working,2,135000.0
308210,44,Féminin,Married,1,Secondary / secondary special,Working,3,67500.0
308211,23,Masculin,Married,1,Secondary / secondary special,Working,2,135000.0
308218,53,Masculin,Married,0,Secondary / secondary special,Commercial associate,2,225000.0
308220,37,Masculin,Married,0,Higher education,State servant,16,427500.0
308228,56,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,90000.0
308231,42,Masculin,Married,2,Secondary / secondary special,Commercial associate,4,270000.0
308236,52,Masculin,Married,0,Secondary / secondary special,Working,8,157500.0
308247,65,Féminin,Married,0,Secondary / secondary special,Pensioner,0,225000.0
308251,58,Féminin,Married,0,Secondary / secondary special,Pensioner,0,67500.0
308260,63,Féminin,Married,0,Higher education,Pensioner,0,157500.0
308266,35,Féminin,Married,1,Secondary / secondary special,Working,11,108000.0
308267,67,Féminin,Married,0,Incomplete higher,Pensioner,0,135000.0
308280,50,Masculin,Married,0,Secondary / secondary special,Commercial associate,2,382500.0
308298,46,Masculin,Married,1,Secondary / secondary special,Working,24,112500.0
308301,67,Féminin,Married,0,Secondary / secondary special,Pensioner,0,135000.0
308309,28,Masculin,Married,1,Secondary / secondary special,Working,1,234000.0
308312,43,Masculin,Married,0,Secondary / secondary special,Commercial associate,3,175500.0
308325,30,Masculin,Married,0,Secondary / secondary special,Commercial associate,6,180000.0
308334,53,Masculin,Civil marriage,0,Secondary / secondary special,Pensioner,0,180000.0
308339,43,Masculin,Married,0,Secondary / secondary special,Working,2,135000.0
308346,40,Féminin,Civil marriage,0,Lower secondary,Commercial associate,0,90000.0
308359,57,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,126000.0
308360,32,Féminin,Married,2,Secondary / secondary special,Working,1,135000.0
308380,56,Féminin,Married,0,Secondary / secondary special,Pensioner,0,90000.0
308391,42,Féminin,Married,0,Higher education,Working,7,67500.0
308403,45,Féminin,Separated,0,Higher education,State servant,1,450000.0
308408,52,Masculin,Civil marriage,0,Secondary / secondary special,Working,22,180000.0
308410,37,Masculin,Married,1,Secondary / secondary special,Working,1,225000.0
308415,42,Masculin,Married,1,Secondary / secondary special,Commercial associate,7,270000.0
308420,26,Féminin,Married,1,Secondary / secondary special,Working,8,202500.0
308427,67,Masculin,Married,0,Secondary / secondary special,Pensioner,0,112500.0
308442,39,Féminin,Married,0,Secondary / secondary special,Commercial associate,3,90000.0
308447,28,Féminin,Married,0,Secondary / secondary special,Working,3,157500.0
308462,34,Féminin,Single / not married,0,Higher education,Commercial associate,10,202500.0
308464,65,Masculin,Married,0,Higher education,Pensioner,0,180000.0
308465,66,Féminin,Civil marriage,0,Secondary / secondary special,Pensioner,0,135000.0
308467,53,Féminin,Married,0,Secondary / secondary special,Commercial associate,5,112500.0
308468,42,Féminin,Married,0,Higher education,State servant,11,126000.0
308476,25,Féminin,Single / not married,0,Higher education,Working,4,157500.0
308488,39,Féminin,Separated,0,Secondary / secondary special,Working,0,153000.0
308498,47,Féminin,Single / not married,0,Secondary / secondary special,Commercial associate,4,157500.0
308504,42,Féminin,Married,0,Higher education,Working,6,225000.0
308507,45,Féminin,Married,0,Higher education,Working,24,135000.0
308509,48,Féminin,Civil marriage,1,Higher education,Working,3,90000.0
308521,31,Féminin,Married,0,Higher education,State servant,5,153000.0
308536,54,Féminin,Married,0,Secondary / secondary special,Working,12,126000.0
308537,52,Masculin,Married,0,Secondary / secondary special,Working,15,261000.0
308543,33,Féminin,Married,1,Higher education,Commercial associate,7,247500.0
308547,37,Masculin,Married,0,Secondary / secondary special,Working,7,225000.0
308559,28,Masculin,Married,1,Secondary / secondary special,Working,0,112500.0
308565,52,Masculin,Married,0,Secondary / secondary special,Working,4,135000.0
308569,38,Masculin,Married,1,Secondary / secondary special,Working,4,171000.0
308584,36,Féminin,Married,0,Secondary / secondary special,Working,7,135000.0
308591,52,Féminin,Married,0,Secondary / secondary special,Working,17,103500.0
308608,46,Féminin,Married,0,Higher education,Working,1,135000.0
308610,29,Masculin,Married,1,Higher education,Working,1,180000.0
308613,49,Féminin,Married,0,Higher education,Commercial associate,15,405000.0
308618,32,Féminin,Married,1,Secondary / secondary special,Working,7,112500.0
308623,34,Masculin,Married,1,Higher education,Working,4,315000.0
308632,27,Féminin,Married,0,Higher education,Working,4,202500.0
308636,35,Féminin,Civil marriage,2,Secondary / secondary special,Working,0,139500.0
308641,53,Féminin,Single / not married,0,Secondary / secondary special,Working,0,427500.0
308643,56,Féminin,Married,0,Secondary / secondary special,Pensioner,0,67500.0
308664,63,Féminin,Married,0,Secondary / secondary special,Pensioner,0,103500.0
308678,44,Féminin,Separated,0,Secondary / secondary special,Working,3,157500.0
308679,56,Féminin,Married,0,Secondary / secondary special,Pensioner,0,81000.0
308691,34,Féminin,Married,1,Higher education,Working,2,315000.0
308692,65,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,112500.0
308701,54,Masculin,Married,0,Higher education,Pensioner,0,182250.0
308709,51,Masculin,Civil marriage,1,Higher education,Working,2,135000.0
308711,32,Féminin,Single / not married,1,Secondary / secondary special,Working,0,157500.0
308719,52,Masculin,Married,0,Secondary / secondary special,Working,5,135000.0
308723,44,Féminin,Civil marriage,0,Secondary / secondary special,Working,0,112500.0
308727,40,Masculin,Married,1,Higher education,Commercial associate,0,225000.0
308732,32,Masculin,Married,2,Secondary / secondary special,Commercial associate,10,112500.0
308738,39,Féminin,Civil marriage,2,Secondary / secondary special,Working,7,225000.0
308747,36,Masculin,Married,1,Higher education,Working,9,540000.0
308749,53,Féminin,Married,0,Higher education,Working,11,135000.0
308755,52,Féminin,Married,0,Higher education,Working,5,112500.0
308756,39,Féminin,Married,1,Secondary / secondary special,Working,1,112500.0
308761,39,Masculin,Married,0,Secondary / secondary special,State servant,17,225000.0
308779,44,Féminin,Civil marriage,0,Secondary / secondary special,Working,5,67500.0
308780,39,Féminin,Widow,2,Secondary / secondary special,Working,2,148500.0
308784,61,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,99000.0
308789,52,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,8,180000.0
308807,29,Masculin,Single / not married,0,Higher education,Working,7,337500.0
308818,42,Féminin,Married,0,Secondary / secondary special,Working,7,148500.0
308819,40,Féminin,Married,0,Secondary / secondary special,State servant,18,270000.0
308822,27,Féminin,Married,0,Secondary / secondary special,Working,1,225000.0
308827,44,Masculin,Married,0,Secondary / secondary special,Commercial associate,18,675000.0
308831,37,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,2,180000.0
308833,27,Féminin,Married,0,Higher education,Working,8,225000.0
308842,37,Féminin,Married,2,Secondary / secondary special,Working,1,202500.0
308868,33,Féminin,Single / not married,1,Secondary / secondary special,Working,11,360000.0
308871,46,Féminin,Separated,0,Higher education,Working,1,144000.0
308881,43,Masculin,Married,1,Secondary / secondary special,Commercial associate,7,180000.0
308889,44,Masculin,Married,0,Higher education,State servant,21,180000.0
308892,59,Féminin,Married,0,Secondary / secondary special,Working,4,135000.0
308900,57,Féminin,Married,0,Secondary / secondary special,Pensioner,0,67500.0
308903,27,Masculin,Married,1,Higher education,State servant,5,247500.0
308912,39,Masculin,Married,0,Secondary / secondary special,Pensioner,0,306000.0
308916,29,Féminin,Married,0,Higher education,Commercial associate,4,78322.5
308919,56,Masculin,Married,0,Higher education,Commercial associate,24,202500.0
308920,39,Féminin,Married,0,Secondary / secondary special,Working,14,112500.0
308921,54,Féminin,Married,0,Secondary / secondary special,Working,11,153000.0
308928,52,Féminin,Civil marriage,0,Secondary / secondary special,Pensioner,0,180000.0
308929,47,Féminin,Widow,1,Secondary / secondary special,Commercial associate,0,225000.0
308934,50,Féminin,Married,0,Secondary / secondary special,Working,9,157500.0
308940,27,Féminin,Married,1,Secondary / secondary special,Commercial associate,0,157500.0
308941,54,Féminin,Civil marriage,0,Secondary / secondary special,Commercial associate,15,450000.0
308946,60,Féminin,Married,0,Secondary / secondary special,Pensioner,0,41400.0
308956,51,Féminin,Single / not married,0,Secondary / secondary special,Working,2,270000.0
308958,49,Masculin,Married,0,Higher education,Working,13,157500.0
308963,55,Féminin,Married,0,Higher education,Working,2,229500.0
308965,43,Féminin,Married,0,Secondary / secondary special,Working,2,157500.0
308971,44,Masculin,Civil marriage,0,Secondary / secondary special,Commercial associate,11,427500.0
308977,63,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,112500.0
308985,30,Féminin,Single / not married,0,Secondary / secondary special,Working,6,45000.0
308987,36,Masculin,Married,1,Secondary / secondary special,Commercial associate,9,180000.0
308995,35,Masculin,Married,0,Secondary / secondary special,Working,4,112500.0
309005,55,Féminin,Widow,0,Secondary / secondary special,Commercial associate,1,225000.0
309007,41,Masculin,Married,1,Secondary / secondary special,State servant,2,202500.0
309015,61,Féminin,Widow,0,Secondary / secondary special,Pensioner,0,180000.0
309016,34,Féminin,Married,2,Secondary / secondary special,Working,2,58500.0
309018,34,Féminin,Single / not married,0,Higher education,Commercial associate,1,247500.0
309019,57,Féminin,Married,0,Secondary / secondary special,Pensioner,0,67500.0
309035,59,Masculin,Married,0,Secondary / secondary special,Pensioner,0,90000.0
309042,27,Féminin,Married,1,Secondary / secondary special,Commercial associate,7,162000.0
309044,60,Masculin,Married,0,Higher education,Pensioner,0,90000.0
309052,35,Féminin,Married,0,Secondary / secondary special,Working,2,103500.0
309061,52,Masculin,Married,0,Secondary / secondary special,Working,8,292500.0
309064,28,Féminin,Married,0,Higher education,State servant,4,112500.0
309072,44,Féminin,Married,0,Secondary / secondary special,Commercial associate,4,157500.0
309075,31,Masculin,Single / not married,0,Higher education,Commercial associate,0,225000.0
309083,59,Féminin,Married,0,Secondary / secondary special,Pensioner,0,162000.0
309099,43,Masculin,Married,1,Lower secondary,Working,22,112500.0
309124,57,Féminin,Widow,0,Higher education,Pensioner,0,203850.0
309125,34,Féminin,Married,1,Secondary / secondary special,Commercial associate,3,180000.0
309146,43,Masculin,Single / not married,1,Higher education,Working,8,135000.0
309159,44,Féminin,Married,0,Higher education,Commercial associate,0,225000.0
309161,46,Féminin,Married,0,Secondary / secondary special,Commercial associate,16,135000.0
309168,22,Masculin,Single / not married,0,Secondary / secondary special,Working,2,157500.0
309180,40,Féminin,Married,0,Higher education,Working,6,135000.0
309185,29,Féminin,Married,0,Secondary / secondary special,Commercial associate,5,126000.0
309195,35,Masculin,Separated,0,Higher education,Commercial associate,9,207000.0
309198,56,Masculin,Married,0,Secondary / secondary special,Pensioner,0,225000.0
309200,29,Féminin,Separated,0,Higher education,State servant,5,216000.0
309202,63,Féminin,Separated,0,Secondary / secondary special,Pensioner,0,90000.0
309204,56,Féminin,Married,0,Secondary / secondary special,Pensioner,0,180000.0
309213,45,Masculin,Married,1,Secondary / secondary special,Working,2,135000.0
309227,27,Masculin,Civil marriage,1,Secondary / secondary special,Working,3,112500.0
309234,53,Féminin,Married,0,Secondary / secondary special,Pensioner,0,135000.0
309241,26,Féminin,Married,2,Secondary / secondary special,Working,1,135000.0
309242,34,Masculin,Married,2,Secondary / secondary special,Working,3,135000.0
